aaaaaavvvvvv,2000
abcdefabcdef,1120
acaelewallet,2000
amituofo1234,10000
ben2ben2ben2,12000
bitpiedotcom,2100
blockcceosio,14000
blockchained,60000
cryptobrazil,2000
cryptomancer,2000
emergepoland,9000
eos42freedom,20000
eosarabianet,5000
eosarmyioant,69000
eosawardsorg,81806
eosbeijingbp,20000
eoscannonchn,30000
eosdacserver,2000
eosgreeniobp,40000
eosguotianmi,70480
eoshappybank,2000
eosheizhuang,10000
eoshulajesus,12000
eosisgravity,80000
eoslegoblock,10000
eosliaocheng,24963
eosliyaokang,10000
eosmechanics,2000
eosmhmx12345,5000
eosmoonshine,2000
eosnamespace,1000
eosnetworkio,80000
eosnodeonebp,80000
eosrealbpcsg,70000
eosriobrazil,15007
eostitanprod,4000
eostitanprox,20000
eostitansign,2000
eostitanvote,40000
eosvotertest,20020
eosvotertool,17000
etokengogogo,10460
frontenesbee,6000
g42damzzgene,55348819
g42danjvg4ge,98000
g42dcmzsgene,2859038
g42demjzhege,1077980
g42denbugqge,1733960
g42denjrgege,1936817
g42denjrhege,1018000
g42denzxguge,97555
g42dgmzugene,3623131
g42dgmzxgage,1014504
g42dgmzygyge,1004739
g42dgnrugene,2500000
g42dgnrvgene,160105693
g42dgnrzgmge,415000
g42dgobwgage,913677
g42dgojwgene,27056235
g42dgojzgyge,366000
g42dimbwgage,802766
g42dimrrgyge,200000
g42dinjsgene,25209373
g42dinzqgmge,350799630
g42dinztgqge,1159933
g42dinzygmge,1080000
g42dkmbxgyge,32920
g42dknjvgmge,50025000
g42dknrshege,441200
g42dkobrguge,110000000
g42dkobxgqge,2977144
g42dmmbqgege,31388175
g42dmmzwgege,1692723
g42dmmzwgyge,65932
g42dmnzsgmge,1221704
g42dmnztgige,879491
g42dombxhage,2908547
g42domjsgmge,5928188
g42domrqguge,39960
g42donigenes,482862518
g42donjwhege,974887
g42dqmzuhage,1226659
g42dqnrsgige,1150683
g42dsnjtgige,3201604
g42dsnjugage,210869
g42dsnztgene,104096491
g42dsobugyge,141183
g42dsojugege,58000000
g42dsojxgyge,130859
g42tanbwgige,1784703
g42taojqgage,43825994
g42taojqgige,16199033
g42taojygqge,1105858
g42tcmbxgmge,1450790
g42tcmjwgqge,1395000
g42tcmzxgyge,6362276
g42tcnbwgige,16108886
g42tcnjuhege,1447724
g42temjsgmge,1248431
g42tenjzgage,6831611
g42tenjzguge,10231071
g42tenrsgyge,1413739
g42teobygyge,1171826
g42teojqhege,103586000
g42teojrhege,15000000
g42teojtgqge,5005000
g42teojvgmge,29566245
g42tgmagenes,300100375
g42tgmbtgage,2000000
g42tgmrrguge,76380000
g42tgmryguge,10274147
g42tgojwhege,271389
g42timbtgmge,152041
g42timzuguge,1251509
g42tinbrhage,1314022
g42tinrsgege,39999000
g42tknjtgene,30030892
g42tknjzgige,17152376
g42tknzrgege,211591
g42tknzvhege,1013945
g42tmnjrgege,2520160
g42tmnrygege,1521000
g42tmojwg4ge,187975
g42tomjthage,2065266
g42tomrug4ge,633863
g42tonbwg4ge,1491804
g42tonjugige,74924
g42toobxg4ge,2339758
g42tqmbvgige,351394
g42tqmjsgqge,124625015
g42tqmrtgene,176702
g42tqmzqgqge,260704
g42tqnrrg4ge,5000000
g42tqojygyge,21051076
g42tsmbrg4ge,102680917
g42tsmbyhage,2390931
g42tsnrsg4ge,242500
g42tsnztgene,1166702
g42tsojtg4ge,230481053
g43dambqgege,49128466
g43dambsg4ge,1437324
g43damjvhege,1817093
g43damrwhege,1080000
g43damygenes,163786509
g43damzzgege,5237637
g43danbugqge,1008000
g43danjtgene,42813429
g43danjvgyge,2022709
g43danygenes,125787060
g43danzvg4ge,57009125
g43danzwgene,2068795
g43daobvgege,492606352
g43daobyguge,2424866
g43dcmbwhege,404626
g43dcmbyg4ge,248250000
g43dcmjug4ge,325419
g43dcnrwgene,150383637
g43dcnzqgene,2137060
g43dcnzrguge,2515392
g43dcnztg4ge,2072312
g43dcnzwgmge,1535457
g43dcnzxhege,481832
g43dcobwgage,2010000
g43dcojtgyge,600000
g43demjqg4ge,50000000
g43deojqgige,10159855
g43deojugege,30000000
g43dgmbwhege,59532105
g43dgnjzgyge,3200000
g43dgnrsgmge,5000000
g43dgnzvgene,12500000
g43dgobugene,3937389
g43dgoigenes,2977326
g43dimbzgene,320944
g43dimjrg4ge,789596
g43dimrtgene,8450917
g43dinrrgene,4672325
g43dinrsgige,20612
g43dinrsgyge,21364000
g43dinrygmge,1006390
g43dinzqgqge,12510244
g43diobshege,12090816
g43diojugqge,7612012
g43dkmbtgage,1002053
g43dkmbvg4ge,12293177
g43dkmjrgmge,39000000
g43dkmjyguge,999302
g43dkmrvg4ge,11000
g43dknbqgege,45396000
g43dknbxgene,12122443
g43dknrugene,950000000
g43dknztgene,2999995000
g43dknzzgqge,1505151
g43dmmrqhage,2221695
g43dmmrygige,38722770
g43dmmzsgyge,610000
g43dmnbxgene,30246164
g43domrqgmge,844870
g43domrzgyge,12176007
g43domygenes,2396376
g43donjuhage,45296918
g43doojrgege,4262243
g43doojyhage,2256207
g43dqmrsgene,11179824
g43dqnrsgyge,22130320
g43dqnrxguge,98459304
g43dqnzxgige,10365382
g43dqojvg4ge,42822147
g43dsmrqgmge,12872108
g43dsnrwgqge,111705514
g43dsnzrhege,4011320
g43dsobtgqge,3527232
g43dsobzhege,895000
g43dsojthege,20020000
g43dsojugege,18196627
g43dsojxhage,37000000
g43dsojygige,4345171
g43tambqgyge,26006346
g43tamjqgyge,15170000
g43tamjvgmge,12176472
g43tamjygyge,4435710
g43tamrzgege,358600
g43tamztgige,19941141
g43tanbqgage,2864823
g43tanrrg4ge,4004000
g43tanrugene,99999983
g43tanztgige,4247848
g43taobwgene,2566765
g43tcmjsgege,1450000
g43tcmrsgige,21505724
g43tcmrvguge,4267506
g43tcmrzguge,112801739
g43tcnbugqge,5006062
g43tcnjshege,30988613
g43tcnjzgage,65764754
g43tcnrzgige,1234652
g43tcnrzgqge,5706952
g43tcojsg4ge,30416024
g43tcojtg4ge,497691
g43tembsguge,1875064
g43tembtgyge,41101165
g43temrqgage,200000
g43tenbugyge,26036824
g43tenjyhege,3489995
g43tenrugige,1024340
g43tenrvgqge,4941049
g43tenzqhege,5058833
g43tenzwgmge,390849
g43teobvgage,22955594
g43tgmzsgage,1026177
g43tgmzwgege,1495045
g43tgmzxgige,3653205
g43tgnbvhege,113138648
g43tgnbzgage,11475500
g43tgnbzguge,5479315
g43tgnjsguge,2421940
g43tgnzuhage,1013399
g43tgoagenes,2421429
g43timbrgage,10078663
g43timbrgege,300000
g43timbuhege,7530000
g43timbxgige,166375829
g43timjygege,10000001
g43timqgenes,153062399
g43timrvgyge,995297
g43timrxgene,15000
g43timrxgige,23580732
g43timryhage,1866285
g43timrzgege,105455466
g43timygenes,30982543
g43timzvhege,5014786
g43tinbqgage,22630000
g43tinjvg4ge,3038639
g43tiobzgqge,20000000
g43tkmagenes,82367731
g43tkmbvgege,1856583
g43tkmbvgyge,1188000
g43tkmbxguge,2756034
g43tkmbzgmge,92086143
g43tkmjvguge,1005000
g43tkmrwgmge,6122369
g43tkmzrgyge,3003266
g43tkmzvgene,69171000
g43tknbrgyge,1034593
g43tknztgene,3903417
g43tknzyg4ge,434120
g43tkojqgyge,6090980
g43tkojxgige,10180000
g43tkojxgyge,5632741
g43tmmbqgige,123621616
g43tmmjsgage,10888000
g43tmmjyhege,4546043
g43tmmrqguge,2010249
g43tmmrvgyge,6135056
g43tmmrzgige,5750001
g43tmnjtgyge,44770000
g43tmnqgenes,30679450
g43tmnzugyge,55448
g43tmnzvgyge,104781106
g43tmojrgene,2000000
g43tmojxgege,11189395
g43tmojzhage,558866701
g43tombqguge,3744791
g43tombxgmge,1000041
g43tomrrgqge,189549
g43tomzygage,155504953
g43tomzzgege,2674294
g43tonbsgage,7741938
g43tonjuhege,558430
g43tonryhage,141277756
g43tonrzgege,3453295
g43tonzthege,2030363
g43tqmbqgage,7001690
g43tqmbsgage,100000000
g43tqmbugige,12807166
g43tqmbygmge,63490
g43tqmbzg4ge,40019803
g43tqmjsgage,1018869
g43tqmjtgege,298948
g43tqmjtguge,2792000
g43tqmrshage,1015083010
g43tqmrtgage,1001404
g43tqmrtgege,8470000
g43tqmrygmge,120173337
g43tqmzsgige,36328460
g43tqmzvgyge,2010000
g43tqnbwg4ge,424555
g43tqnjrgage,22057312
g43tqnjvgmge,2010000
g43tqnjygage,2010000
g43tqnrqgige,31833776
g43tqnrshege,1438331
g43tqnzrgmge,110288359
g43tqnzthage,520849266
g43tqnzwgage,2010000
g43tqobqg4ge,13512715
g43tqobqgige,2010000
g43tqojsgige,1380000
g43tqojvgege,845174
g43tqojxhage,1030000
g43tsmbtg4ge,15227793
g43tsmbzgage,1009762
g43tsmjqgage,4063666
g43tsmjshage,11240000
g43tsmjzgige,100975603
g43tsmrqhage,1040627
g43tsmrugmge,6772671
g43tsmrvg4ge,13774613
g43tsmrxhage,56000000
g43tsnbsgage,1601295
g43tsnbwhege,10005223
g43tsnbxgige,1100000
g43tsnjrgqge,11200000
g43tsnzygqge,2505684
g43tsobygqge,1500000
g44damzqhage,2633959
g44damzrgqge,6752500
g44damzsgene,9504942
g44damzsgyge,152471
g44damzzgege,5892959
g44danbugmge,1466185
g44danbzgege,22684450
g44danrrgege,27537412
g44danzqgyge,64432490
g44danzthege,4867285
g44danzvgmge,1174779
g44daobugqge,4614789
g44daobxg4ge,4716664
g44daobxgene,1802368148
g44daojwgmge,457231
g44daojzg4ge,40437911
g44dcmjqgmge,15996000
g44dcmjugege,100000000
g44dcmrrguge,2578137
g44dcmrwhage,4464730
g44dcmzvguge,4997611
g44dcnbygyge,6712665
g44dcnjzhege,1060000
g44dcnrrhege,3000000
g44dcnrtgqge,32077513
g44dcnzrgmge,5194828
g44dcnzsgage,7997193
g44dcnzygige,1000000
g44dcnzzgege,7774197
g44dcojshege,16796000
g44dcojugqge,1302912
g44dcojxguge,3948920
g44dembqhage,8000000
g44demjxhege,112193
g44demrsguge,4000000
g44demrvgqge,30018655
g44demzxguge,17736601
g44denbwg4ge,807071
g44denbwgyge,95904844
g44denjqguge,1255484
g44denjqhage,17000000
g44denjygyge,7797146
g44denjzgqge,11899808
g44denrrgqge,1593102
g44dgmbwhege,3916325
g44dgmygenes,6500000
g44dgnbqgage,12783553
g44dgnbsgige,23102804
g44dgnbvgqge,2130070
g44dgnbxgyge,33152962
g44dgnbxhage,1000000
g44dgnbzguge,440109418
g44dgnjtgige,40144274
g44dgnjuguge,345843
g44dgnjygqge,25727069
g44dgnrrhege,4020274
g44dgnrsgege,91054637
g44dgnrwgage,50294654
g44dgnrwgige,100000000
g44dgnzwgqge,1158266
g44dgobugege,74960028
g44dgobvgige,6574420
g44dgojqgege,2307384
g44dgojsg4ge,20948890
g44dgojtgige,116032942
g44dgojtgyge,17801976
g44dimjwhege,1583142
g44dimrrgyge,14759060
g44dimzthage,5027023
g44dimzthege,1043525
g44dimzvgyge,10000
g44dinbrguge,10000
g44dinbrhage,135200
g44dinbxhege,465853
g44dinbyhage,210267733
g44dinruhege,6956000
g44dinzvguge,20505243
g44dinzwgage,20028740
g44diobtgage,780925
g44diojsgage,6158090
g44dkmbshege,10674400
g44dkmbtgege,539876
g44dkmjqgage,2325000
g44dkmjrgige,10267165
g44dkmjsg4ge,67539914
g44dkmrxguge,43091763
g44dkmrzgege,1944000
g44dkmzthege,12360000
g44dkmzugqge,29406110
g44dkmzzgege,10010499
g44dknagenes,4017450
g44dknbqgene,11324301
g44dknjqg4ge,3000000
g44dknjrgyge,4800000
g44dknjsgqge,15625068
